ID	TRAIT	CHR	POS	P_WGS	BETA_WGS	AC_WGS	AF_WGS	N_WGS	P_WES_FE	BETA_WES_FE	TOP_EXON	N_IMP	GENOCNT_IMP	MAF_IMP	P_IMP	BETA_IMP	TYPE	DR2_IMP	AF_IMP_CALLSET	maxR2	EXON_R2_BATCH1	EXON_R2_BATCH2	exon_r2_ave	imp_r2_higher	combined_p
chr12_17454401_17454900	S_hdlc_combined	12	17454401	0.0004595	0.07829	2076	0.515264333582	4029	NA	NA	NA	13950	6460/6014/1476	0.31975	0.1552	-0.01806	<DEL>	0.98	0.3196	0.961	NA	NA	NA	TRUE	0.00075225369322867
chr18_44362401_44375500	S_hdlc_combined	18	44362401	0.0008808	-0.2047	187	0.0464135021097	4029	NA	NA	NA	13950	13283/656/11	0.0251	0.9447	0.002784	<DUP>	0.89	0.0248	0.9	NA	NA	NA	TRUE	0.00673292692078722
chr19_54631501_54632100	S_hdlc_combined	19	54631501	0.0007383	-0.09213	2196	0.545048399106	4029	NA	NA	NA	13950	1130/7211/5609	0.36085	0.1852	-0.02239	<DUP>	0.56	0.6401	0.655	NA	NA	NA	TRUE	0.00135331361643963
chr22_20337101_20337500	S_hdlc_combined	22	20337101	0.0004033	0.103	1814	0.450235790519	4029	NA	NA	NA	13950	9901/3970/79	0.19787	0.8269	-0.005518	<DUP>	0.34	0.1981	NA	NA	NA	NA	TRUE	0.0030033669694017
chr22_22252801_22253400	S_hdlc_combined	22	22252801	0.0006692	0.1063	2543	0.631173988583	4029	NA	NA	NA	13950	1840/10928/1182	0.47399	0.08603	-0.03712	<DUP>	0.3	0.4744	NA	NA	NA	NA	TRUE	0.000619610097732843
chr1_148511501_148513300	S_hdlc_males	1	148511501	0.0002338	0.2003	452	0.127001966845	3559	NA	NA	NA	10183	9260/917/6	0.06094	0.1396	-0.06606	<DEL>	0.47	0.0605	0.779	NA	NA	NA	TRUE	0.000369794585396749
chr2_1343601_1344800	S_hdlc_males	2	1343601	0.0004522	-0.1042	1632	0.458555774094	3559	NA	NA	NA	10183	5721/3802/660	0.27346	0.6773	-0.006932	<DUP>	0.87	0.2718	0.801	NA	NA	NA	TRUE	0.00278435483096841
chr11_24421601_24424600	S_hdlc_males	11	24421601	0.0008319	-0.1417	499	0.140207923574	3559	NA	NA	NA	10183	8725/1399/59	0.07543	0.8643	0.004625	<DEL>	0.93	0.0736	0.986	NA	NA	NA	TRUE	0.00592295061942968
chr11_24421601_24431400	S_hdlc_males	11	24421601	0.000977	-0.1581	499	0.140207923574	3559	NA	NA	NA	10183	8725/1399/59	0.07543	0.8643	0.004625	<DEL>	0.93	0.0736	0.988	NA	NA	NA	TRUE	0.00682027037593033
chr11_24421901_24434400	S_hdlc_males	11	24421901	0.0007141	-0.2114	499	0.140207923574	3559	NA	NA	NA	10183	8725/1399/59	0.07543	0.8637	0.004647	<DEL>	0.93	0.0736	0.988	NA	NA	NA	TRUE	0.00517531241052843
chr17_19606801_19609500	S_hdlc_males	17	19606801	0.0005323	0.2873	80	0.0224782242203	3559	NA	NA	NA	10183	9966/216/1	0.01061	0.7849	-0.01968	<DEL>	0.96	0.0109	1	NA	NA	NA	TRUE	0.00366851378250045
chr19_54631501_54632100	S_hdlc_males	19	54631501	0.0009557	-0.09639	1933	0.543130092723	3559	NA	NA	NA	10183	878/5234/4071	0.36413	0.007506	-0.052	<DUP>	0.56	0.6401	0.655	NA	NA	NA	TRUE	9.2144258767222e-05
chr19_55530501_55530800	S_hdlc_males	19	55530501	0.0003718	0.1911	346	0.0972183197527	3559	NA	NA	NA	10183	8675/1455/53	0.09653	0.7705	0.008384	<DUP>	0.7	0.0957	0.821	NA	NA	NA	TRUE	0.00262347244947653
chr22_50682201_50682600	S_hdlc_males	22	50682201	0.0008097	-0.06916	1794	0.50407417814	3559	NA	NA	NA	10183	1444/4737/4002	0.38285	0.9842	-0.0003176	<DUP>	0.88	0.6186	0.849	NA	NA	NA	TRUE	0.00648265535223787
chr4_40566401_40573500	S_hdlc_females	4	40566401	4.112e-05	-1.05	11	0.0234042553191	470	NA	NA	NA	3767	3721/46/0	0.0064	0.04168	-0.3115	<DEL>	0.91	0.006	0.8	NA	NA	NA	TRUE	2.44686588214809e-05
chr6_68428701_68429500	S_hdlc_females	6	68428701	0.0009799	-0.2732	125	0.265957446809	470	NA	NA	NA	3767	2909/788/70	0.12299	0.9165	0.003584	<DEL>	0.99	0.13	0.983	NA	NA	NA	TRUE	0.00719832540822601
chr6_167388701_167390000	S_hdlc_females	6	167388701	0.0002539	-0.3962	168	0.357446808511	470	NA	NA	NA	3767	2395/1212/160	0.20626	0.5311	-0.01798	<DUP>	0.95	0.215	0.683	NA	NA	NA	TRUE	0.00133651215035455
chr7_75085401_75085900	S_hdlc_females	7	75085401	0.0009392	-0.4053	106	0.225531914894	470	NA	NA	NA	3767	3147/606/14	0.10846	0.8478	-0.01038	<DUP>	0.46	0.1095	0.774	NA	NA	NA	TRUE	0.00647799622063294
chr8_51111201_51111500	S_hdlc_females	8	51111201	0.00069	0.2325	264	0.56170212766	470	NA	NA	NA	3767	1810/1574/383	0.31247	0.9488	-0.001611	<DEL>	0.92	0.3103	0.913	NA	NA	NA	TRUE	0.00545431872688088
chr10_105493301_105493600	S_hdlc_females	10	105493301	0.0004248	-0.2582	118	0.251063829787	470	NA	NA	NA	3767	2775/989/3	0.12903	0.3415	-0.04804	<DUP>	0.46	0.1318	0.488	NA	NA	NA	TRUE	0.00142723426509955
chr11_7407401_7407700	S_hdlc_females	11	7407401	0.0006555	0.2572	247	0.525531914894	470	NA	NA	NA	3767	449/1699/1619	0.3439	0.2798	0.02791	<DUP>	0.86	0.6549	0.771	NA	NA	NA	TRUE	0.00176142101302817
chr13_112300101_112304800	S_hdlc_females	13	112300101	0.0006554	-0.2882	152	0.323404255319	470	NA	NA	NA	3767	2595/1091/81	0.15744	0.9024	0.004405	<DEL>	0.77	0.1613	0.629	NA	NA	NA	TRUE	0.00498753180730605
chr16_452701_453100	S_hdlc_females	16	452701	0.0005132	0.3267	243	0.517021276596	470	NA	NA	NA	3767	1443/1789/535	0.38117	0.0002251	-0.09334	<DUP>	0.88	0.386	0.828	NA	NA	NA	TRUE	1.96083702156907e-06
chr16_85407701_85414200	S_hdlc_females	16	85407701	0.0007393	0.2017	39	0.0829787234043	470	NA	NA	NA	3767	3535/229/3	0.03458	0.3514	-0.0634	<DUP>	0.84	0.0337	0.693	NA	NA	NA	TRUE	0.00240452208721422
chr16_85408801_85412800	S_hdlc_females	16	85408801	0.0007885	0.1315	39	0.0829787234043	470	NA	NA	NA	3767	3522/241/4	0.03527	0.7723	-0.01943	<DUP>	0.85	0.0346	0.683	NA	NA	NA	TRUE	0.00511754172030886
chr17_43439601_43441800	S_hdlc_females	17	43439601	0.0001292	0.4666	232	0.493617021277	470	NA	NA	NA	3767	1769/1606/392	0.31653	0.7565	-0.007835	<DEL>	0.97	0.3036	0.877	NA	NA	NA	TRUE	0.00100019108872665
chr21_42587501_42592300	S_hdlc_females	21	42587501	0.0003951	0.4838	247	0.525531914894	470	NA	NA	NA	3767	1783/1604/380	0.32	0.5145	-0.01629	<DUP>	0.95	0.3113	0.921	NA	NA	NA	TRUE	0.0019313393558134
chr22_20336301_20337500	S_hdlc_females	22	20336301	0.0002045	0.2697	167	0.355319148936	470	NA	NA	NA	3767	2740/1011/16	0.19096	0.1617	-0.07007	<DUP>	0.35	0.1957	NA	NA	NA	NA	TRUE	0.000374225110143225
chr22_20337101_20337500	S_hdlc_females	22	20337101	4.132e-05	0.2765	181	0.385106382979	470	NA	NA	NA	3767	2694/1057/16	0.19505	0.882	0.007449	<DUP>	0.34	0.1981	NA	NA	NA	NA	TRUE	0.000408894428503976
chr22_24605301_24605700	S_hdlc_females	22	24605301	0.0003569	0.4002	149	0.317021276596	470	NA	NA	NA	3767	2875/879/13	0.18347	0.2535	0.06033	<DUP>	0.32	0.1865	NA	NA	NA	NA	TRUE	0.000932828872660414
chr8_69403901_69412900	HDL2_C_combined	8	69403901	0.0001669	0.6186	63	0.0200573065903	3141	NA	NA	NA	7782	7621/159/2	0.01055	0.6355	0.03754	<DEL>	0.96	0.0108	0.964	NA	NA	NA	TRUE	0.00107671398231538
chr11_106916901_106918800	HDL2_C_combined	11	106916901	0.0002731	0.1246	958	0.30499840815	3141	NA	NA	NA	7782	5420/2171/191	0.16402	0.2326	-0.02608	<DEL>	1	0.1673	0.998	NA	NA	NA	TRUE	0.000677416744912796
chr12_17454401_17454900	HDL2_C_combined	12	17454401	3.467e-05	0.105	1611	0.512893982808	3141	NA	NA	NA	7782	3652/3308/822	0.3167	0.2303	-0.0206	<DEL>	0.98	0.3196	0.961	NA	NA	NA	TRUE	0.000101706639773199
chr12_43909001_43909500	HDL2_C_combined	12	43909001	0.0004786	-0.1957	573	0.182425978988	3141	NA	NA	NA	7782	6426/1292/64	0.09307	0.4718	0.02057	<DUP>	0.96	0.0956	0.927	NA	NA	NA	TRUE	0.0021216146102001
chr21_43739501_43741500	HDL2_C_combined	21	43739501	4.694e-05	-0.3209	157	0.0499840815027	3141	NA	NA	NA	7782	7385/394/3	0.02561	0.7618	0.01585	<DEL>	0.99	0.0257	0.986	NA	NA	NA	TRUE	0.000401883874054606
chr21_44211201_44212300	HDL2_C_combined	21	44211201	0.0001031	0.1451	1611	0.512893982808	3141	NA	NA	NA	7782	2780/3720/1282	0.40346	0.713	-0.006381	<DUP>	0.89	0.4085	0.204	NA	NA	NA	TRUE	0.000773187585650689
chr4_148178201_148178900	HDL3_C_combined	4	148178201	0.000156	-0.1786	322	0.102515122572	3141	NA	NA	NA	7782	6841/910/31	0.06124	0.5944	-0.01825	<DEL>	0.94	0.0591	0.894	NA	NA	NA	TRUE	0.000953770521708069
chr4_148179201_148180400	HDL3_C_combined	4	148179201	0.0009892	-0.1602	311	0.0990130531678	3141	NA	NA	NA	7782	6848/904/30	0.06142	0.643	-0.01551	<DEL>	0.98	0.0593	0.987	NA	NA	NA	TRUE	0.00531756765949762
chr5_256601_259900	HDL3_C_combined	5	256601	0.0008346	0.2018	504	0.160458452722	3141	0.951722	-0.00024138	5:254507-254622	7782	6509/1214/59	0.08401	0.4224	0.02722	<DEL>	0.87	0.0837	0.855	0.279	0.234	0.2565	TRUE	0.00315531570971311
chr8_39374501_39376300	HDL3_C_combined	8	39374501	0.0005876	-0.08948	1624	0.517032792104	3141	NA	NA	NA	7782	1202/3846/2734	0.40161	0.816	0.003867	<DUP>	1	0.5945	0.995	NA	NA	NA	TRUE	0.00414406598795611
chr8_39374501_39383400	HDL3_C_combined	8	39374501	0.0005173	-0.08984	1624	0.517032792104	3141	NA	NA	NA	7782	1202/3846/2734	0.40161	0.816	0.003867	<DUP>	1	0.5945	0.995	NA	NA	NA	TRUE	0.00370206079178792
chr8_39384601_39387400	HDL3_C_combined	8	39384601	0.0006027	-0.1149	1625	0.51735116205	3141	NA	NA	NA	7782	1202/3846/2734	0.40163	0.8162	0.003863	<DUP>	1	0.5945	0.994	NA	NA	NA	TRUE	0.00423899878524553
chr8_39491001_39494400	HDL3_C_combined	8	39491001	0.000169	-0.1049	1613	0.5135307227	3141	NA	NA	NA	7782	1204/3849/2729	0.403	0.7969	0.004285	<DUP>	0.99	0.5932	0.987	NA	NA	NA	TRUE	0.00133499541599584
chr8_39504101_39529700	HDL3_C_combined	8	39504101	0.0003491	-0.09203	1624	0.517032792104	3141	NA	NA	NA	7782	1203/3850/2729	0.40195	0.8241	0.003695	<DUP>	1	0.5942	0.995	NA	NA	NA	TRUE	0.00263343395347674
chr11_129175501_129176300	HDL3_C_combined	11	129175501	0.0004091	0.1694	595	0.189430117797	3141	NA	NA	NA	7782	6439/1285/58	0.08939	0.3583	0.02812	<DUP>	0.83	0.093	0.768	NA	NA	NA	TRUE	0.00144058400725095
chr1_150729101_150729900	VLDL_C_combined	1	150729101	0.0004481	-0.1033	1621	0.516077682267	3141	NA	NA	NA	7782	1324/3703/2755	0.40616	0.7758	0.004981	<DUP>	0.98	0.5922	0.977	NA	NA	NA	TRUE	0.00311633221734828
chr2_99136501_99136800	VLDL_C_combined	2	99136501	0.000282	0.117	1598	0.508755173512	3141	NA	NA	NA	7782	2469/3855/1458	0.44441	0.6767	0.007548	<DUP>	0.87	0.4456	0.849	NA	NA	NA	TRUE	0.00182511732734779
chr2_127119501_127119900	VLDL_C_combined	2	127119501	0.0006972	-0.1486	1507	0.479783508437	3141	NA	NA	NA	7782	3957/3214/611	0.29998	0.747	-0.006194	<DUP>	0.82	0.3011	0.759	NA	NA	NA	TRUE	0.0044581867435958
chr5_177108201_177108700	VLDL_C_combined	5	177108201	0.0004004	0.1194	1060	0.33747214263	3141	NA	NA	NA	7782	5217/2298/267	0.17882	0.09991	-0.03666	<DEL>	0.9	0.1798	0.867	NA	NA	NA	TRUE	0.0004451053859233
chr7_83420901_83421900	VLDL_C_combined	7	83420901	0.0008767	-0.1031	1102	0.350843680357	3141	NA	NA	NA	7782	5001/2473/308	0.19796	0.6035	0.01045	<DEL>	0.99	0.2002	0.991	NA	NA	NA	TRUE	0.00452071951029801
chr9_35980101_35982000	VLDL_C_combined	9	35980101	0.0006843	-0.1704	950	0.302451448583	3141	NA	NA	NA	7782	5365/2186/231	0.17068	0.4675	-0.01553	<DEL>	0.97	0.1703	0.962	NA	NA	NA	TRUE	0.00289437841204414
chr11_46721201_46722000	VLDL_C_combined	11	46721201	0.000584	-0.1014	1400	0.445717924228	3141	NA	NA	NA	7782	4299/3018/465	0.2561	0.3986	-0.0195	<DUP>	0.86	0.2551	0.842	NA	NA	NA	TRUE	0.00218010178955438
chr21_44211201_44212300	VLDL_C_combined	21	44211201	0.0004659	-0.1311	1611	0.512893982808	3141	NA	NA	NA	7782	2780/3720/1282	0.40346	0.9602	-0.0008507	<DUP>	0.89	0.4085	0.204	NA	NA	NA	TRUE	0.00389744429713383
chr22_16165001_16165300	VLDL_C_combined	22	16165001	0.000874	0.1115	1716	0.546322827125	3141	NA	NA	NA	7782	2597/4737/448	0.37947	0.5564	0.01579	<DUP>	0.35	0.4025	0.817	NA	NA	NA	TRUE	0.00419608061433658
chr2_99136501_99136800	Remnant_C_combined	2	99136501	0.0001568	0.1214	1598	0.508755173512	3141	NA	NA	NA	7782	2469/3855/1458	0.44441	0.5039	0.01233	<DUP>	0.87	0.4456	0.849	NA	NA	NA	TRUE	0.000825347771536753
chr3_162407301_162408200	Remnant_C_combined	3	162407301	0.0009344	-0.1658	813	0.258834765998	3141	NA	NA	NA	7782	5775/1853/154	0.14048	0.7724	-0.006902	<DUP>	0.9	0.1432	0.893	NA	NA	NA	TRUE	0.00594262743197646
chr5_25380201_25380800	Remnant_C_combined	5	25380201	0.0007391	-0.148	1453	0.462591531359	3141	NA	NA	NA	7782	4417/3005/360	0.23214	0.1809	-0.03048	<DEL>	0.66	0.2346	0.545	NA	NA	NA	TRUE	0.00132632069875606
chr5_177108201_177108700	Remnant_C_combined	5	177108201	0.0001467	0.1278	1060	0.33747214263	3141	NA	NA	NA	7782	5217/2298/267	0.17882	0.2514	-0.02594	<DEL>	0.9	0.1798	0.867	NA	NA	NA	TRUE	0.000413349060931777
chr6_57598901_57599300	Remnant_C_combined	6	57598901	0.0008921	-0.09784	1623	0.516714422159	3141	NA	NA	NA	7782	3402/3589/791	0.3407	0.8396	0.003973	<DUP>	0.75	0.343	0.951	NA	NA	NA	TRUE	0.0061394334381111
chr8_50118501_50122200	Remnant_C_combined	8	50118501	0.000248	0.1292	928	0.295447309774	3141	NA	NA	NA	7782	5454/2111/217	0.16344	0.298	-0.02228	<DEL>	1	0.1652	0.998	NA	NA	NA	TRUE	0.000776933803330415
chr8_50118501_50127700	Remnant_C_combined	8	50118501	0.0009308	0.1485	928	0.295447309774	3141	NA	NA	NA	7782	5454/2111/217	0.16344	0.298	-0.02228	<DEL>	1	0.1652	0.998	NA	NA	NA	TRUE	0.00254914297797112
chr8_95858801_95867200	Remnant_C_combined	8	95858801	0.0004462	-0.2673	653	0.207895574658	3141	NA	NA	NA	7782	6165/1521/96	0.11003	0.2279	0.03052	<DEL>	0.99	0.1062	0.998	NA	NA	NA	TRUE	0.00103657593424178
chr8_95863001_95864200	Remnant_C_combined	8	95863001	0.0004978	-0.1306	653	0.207895574658	3141	NA	NA	NA	7782	6165/1521/96	0.11002	0.2285	0.03048	<DEL>	0.99	0.1062	0.995	NA	NA	NA	TRUE	0.00114674695803786
chr12_68994801_68995200	Remnant_C_combined	12	68994801	0.0009693	0.1134	1640	0.522126711238	3141	NA	NA	NA	7782	3739/3335/708	0.30749	0.7695	0.005213	<DUP>	0.95	0.3082	0.922	NA	NA	NA	TRUE	0.00611689519118122
chr22_18759701_18772300	Remnant_C_combined	22	18759701	0.0009425	-0.1262	1668	0.531041069723	3141	NA	NA	NA	7782	3224/4266/292	0.32815	0.1813	-0.03698	<DUP>	0.37	0.3303	0.096	NA	NA	NA	TRUE	0.00165314572932087
chr22_18761501_18770000	Remnant_C_combined	22	18761501	0.0009872	-0.1392	1677	0.533906399236	3141	NA	NA	NA	7782	3179/4292/311	0.33209	0.2455	-0.03172	<DUP>	0.38	0.3346	0.097	NA	NA	NA	TRUE	0.00226000794366189
chr2_228894301_228895200	IDL_C_combined	2	228894301	0.0001143	-0.1992	341	0.108529598982	3142	NA	NA	NA	7784	7046/717/21	0.04861	0.669	-0.01638	<DEL>	0.94	0.0513	0.919	NA	NA	NA	TRUE	0.000801268184041972
chr5_176042901_176045200	IDL_C_combined	5	176042901	0.0008319	-0.1467	1346	0.428389560789	3142	NA	NA	NA	7784	4960/2763/61	0.21538	0.6745	0.01314	<DEL>	0.39	0.2163	0.052	NA	NA	NA	TRUE	0.00476140045169769
chr5_177747201_177747700	IDL_C_combined	5	177747201	0.0006584	-0.1097	1255	0.399427116486	3142	NA	NA	NA	7784	4807/2589/388	0.21854	0.8171	0.004743	<DEL>	0.89	0.2217	0.889	NA	NA	NA	TRUE	0.00458771598374704
chr6_57403901_57404500	IDL_C_combined	6	57403901	0.0006444	0.1596	1742	0.5544239338	3142	NA	NA	NA	7784	2606/3965/1213	0.41179	0.5046	0.01372	<DUP>	0.64	0.4187	0.68	NA	NA	NA	TRUE	0.00293661682959465
chr8_50114901_50125700	IDL_C_combined	8	50114901	0.0004646	0.1878	928	0.295353278167	3142	NA	NA	NA	7784	5455/2112/217	0.16348	0.3194	-0.02152	<DEL>	1	0.1653	0.998	NA	NA	NA	TRUE	0.00145657533171633
chr8_50118501_50119500	IDL_C_combined	8	50118501	0.0003263	0.1258	930	0.295989815404	3142	NA	NA	NA	7784	5452/2115/217	0.16366	0.3258	-0.02132	<DEL>	0.99	0.1654	0.986	NA	NA	NA	TRUE	0.00107894290669071
chr8_50118501_50122200	IDL_C_combined	8	50118501	0.00015	0.1353	928	0.295353278167	3142	NA	NA	NA	7784	5455/2112/217	0.16346	0.3221	-0.0214	<DEL>	1	0.1652	0.998	NA	NA	NA	TRUE	0.000528458284425876
chr8_50118501_50127700	IDL_C_combined	8	50118501	0.0004553	0.1592	928	0.295353278167	3142	NA	NA	NA	7784	5455/2112/217	0.16346	0.3221	-0.0214	<DEL>	1	0.1652	0.998	NA	NA	NA	TRUE	0.0014412160699547
chr8_50121801_50125800	IDL_C_combined	8	50121801	0.0007558	0.1201	928	0.295353278167	3142	NA	NA	NA	7784	5455/2112/217	0.16344	0.3221	-0.02141	<DEL>	1	0.1652	0.998	NA	NA	NA	TRUE	0.0022690430739649
chr8_102982601_102985000	IDL_C_combined	8	102982601	0.0002439	0.1811	850	0.270528325907	3142	NA	NA	NA	7784	5735/1893/156	0.14061	0.2227	0.0285	<DEL>	0.99	0.1387	0.99	NA	NA	NA	TRUE	0.000587741896162901
chr22_21151301_21158100	IDL_C_combined	22	21151301	0.0007785	-0.162	1099	0.349777211967	3142	NA	NA	NA	7784	5611/2117/56	0.17156	0.6045	-0.01643	<DUP>	0.44	0.1714	0.175	NA	NA	NA	TRUE	0.00407612777950492
chr2_228894301_228895200	IDL_P_combined	2	228894301	0.000363	-0.184	341	0.108564151544	3141	NA	NA	NA	7782	7045/716/21	0.04857	0.6241	-0.01878	<DEL>	0.94	0.0513	0.919	NA	NA	NA	TRUE	0.00212786677678344
chr4_69350201_69350800	IDL_P_combined	4	69350201	0.0008517	-0.13	1579	0.50270614454	3141	NA	NA	NA	7782	3831/3261/690	0.3001	0.104	0.03155	<DEL>	0.91	0.298	0.879	NA	NA	NA	TRUE	0.000915143661827712
chr5_25380201_25380800	IDL_P_combined	5	25380201	0.0006762	-0.1493	1453	0.462591531359	3141	NA	NA	NA	7782	4417/3005/360	0.23214	0.3891	-0.01983	<DEL>	0.66	0.2346	0.545	NA	NA	NA	TRUE	0.00243190473159421
chr5_176042901_176045200	IDL_P_combined	5	176042901	0.000332	-0.1573	1345	0.428207577205	3141	NA	NA	NA	7782	4959/2762/61	0.21539	0.3228	0.03097	<DEL>	0.39	0.2163	0.052	NA	NA	NA	TRUE	0.00108681740889406
chr6_57403901_57404500	IDL_P_combined	6	57403901	0.0008917	0.154	1742	0.554600445718	3141	NA	NA	NA	7782	2605/3964/1213	0.41182	0.5849	0.01126	<DUP>	0.64	0.4187	0.68	NA	NA	NA	TRUE	0.00446383309489741
chr8_7015501_7016000	IDL_P_combined	8	7015501	0.000834	-0.1064	1747	0.556192295447	3141	NA	NA	NA	7782	2394/3987/1401	0.43871	0.4031	0.01534	<DUP>	0.78	0.4325	0.552	NA	NA	NA	TRUE	0.00302494504983562
chr8_50114901_50125700	IDL_P_combined	8	50114901	0.000573	0.1835	928	0.295447309774	3141	NA	NA	NA	7782	5454/2111/217	0.16346	0.2814	-0.0233	<DEL>	1	0.1653	0.998	NA	NA	NA	TRUE	0.00156930631550445
chr8_50118501_50119500	IDL_P_combined	8	50118501	0.0004515	0.1221	930	0.296084049666	3141	NA	NA	NA	7782	5451/2114/217	0.16364	0.2852	-0.0232	<DEL>	0.99	0.1654	0.986	NA	NA	NA	TRUE	0.00128220533959797
chr8_50118501_50122200	IDL_P_combined	8	50118501	0.0001741	0.133	928	0.295447309774	3141	NA	NA	NA	7782	5454/2111/217	0.16344	0.2835	-0.0232	<DEL>	1	0.1652	0.998	NA	NA	NA	TRUE	0.000538805753552093
chr8_50118501_50127700	IDL_P_combined	8	50118501	0.0005764	0.1552	928	0.295447309774	3141	NA	NA	NA	7782	5454/2111/217	0.16344	0.2835	-0.0232	<DEL>	1	0.1652	0.998	NA	NA	NA	TRUE	0.00158821711320073
chr8_50121801_50125800	IDL_P_combined	8	50121801	0.0009712	0.1168	928	0.295447309774	3141	NA	NA	NA	7782	5454/2111/217	0.16342	0.2833	-0.02321	<DEL>	1	0.1652	0.998	NA	NA	NA	TRUE	0.00253080900977559
chr8_102982601_102985000	IDL_P_combined	8	102982601	0.0006942	0.167	850	0.270614453996	3141	NA	NA	NA	7782	5733/1893/156	0.14065	0.2432	0.02739	<DEL>	0.99	0.1387	0.99	NA	NA	NA	TRUE	0.00163538689742185
chr1_105943701_105948500	XXL_VLDL_P_combined	1	105943701	0.0004331	-0.2599	29	0.00922978994271	3142	NA	NA	NA	7784	7707/77/0	0.00901	0.9162	-0.0122	<DUP>	0.5	0.0092	0.62	NA	NA	NA	TRUE	0.0035046173383148
chr1_196792201_196792600	XXL_VLDL_P_combined	1	196792201	0.0009501	-0.1	1531	0.487269255251	3142	NA	NA	NA	7784	4189/3081/514	0.27015	0.03648	0.04259	<DEL>	0.82	0.2718	0.815	NA	NA	NA	TRUE	0.000390611960310507
chr2_19376701_19380400	XXL_VLDL_P_combined	2	19376701	0.0002718	-0.3378	79	0.0251432208784	3142	NA	NA	NA	7784	7596/188/0	0.01218	0.9863	0.00125	<DEL>	0.98	0.0128	0.864	NA	NA	NA	TRUE	0.0024728001680157
chr2_89550401_89551100	XXL_VLDL_P_combined	2	89550401	0.0005278	0.2024	359	0.114258434118	3142	NA	NA	NA	7784	7230/550/4	0.04137	0.6577	-0.0266	<DUP>	0.46	0.0429	0.924	NA	NA	NA	TRUE	0.00311233438594441
chr9_35980101_35982000	XXL_VLDL_P_combined	9	35980101	0.0007563	-0.1688	951	0.302673456397	3142	NA	NA	NA	7784	5367/2186/231	0.17064	0.1618	-0.02988	<DEL>	0.97	0.1703	0.962	NA	NA	NA	TRUE	0.0012247294656486
chr10_87467701_87470500	XXL_VLDL_P_combined	10	87467701	0.0001697	0.1423	931	0.296308084023	3142	NA	NA	NA	7784	5702/1956/126	0.14403	0.4634	-0.02083	<DUP>	0.61	0.1443	0.489	NA	NA	NA	TRUE	0.00082182791000904
chr11_92094601_92095300	XXL_VLDL_P_combined	11	92094601	0.0009434	-0.0914	1546	0.492043284532	3142	NA	NA	NA	7784	1679/3894/2211	0.46431	0.776	-0.004536	<DUP>	0.99	0.53	0.977	NA	NA	NA	TRUE	0.0060174084148473
chr12_39499601_39500900	XXL_VLDL_P_combined	12	39499601	0.0002763	-0.2664	96	0.0305537873966	3142	NA	NA	NA	7784	7485/299/0	0.0178	0.3427	0.06912	<DEL>	0.67	0.0177	0.922	NA	NA	NA	TRUE	0.000971965148351243
chr13_112302701_112303200	XXL_VLDL_P_combined	13	112302701	0.0008291	-0.09943	1637	0.521005728835	3142	NA	NA	NA	7784	2150/4157/1477	0.47657	0.9421	0.001353	<DUP>	0.71	0.4759	0.533	NA	NA	NA	TRUE	0.00636968505386097
chr17_20449601_20450600	XXL_VLDL_P_combined	17	20449601	0.000261	0.1246	1671	0.531826861871	3142	NA	NA	NA	7784	2092/3861/1831	0.49084	0.8858	0.002532	<DUP>	0.85	0.4936	0.853	NA	NA	NA	TRUE	0.00216680707188045
chr22_16165001_16165300	XXL_VLDL_P_combined	22	16165001	0.0002665	0.1218	1717	0.546467218332	3142	NA	NA	NA	7784	2597/4739/448	0.3795	0.5172	0.01742	<DUP>	0.35	0.4025	0.817	NA	NA	NA	TRUE	0.00136310212003361
chr1_13363801_13368800	ln_S_tottg_combined	1	13363801	0.0006573	0.2659	508	0.162144909033	3133	NA	NA	NA	8927	7779/1110/38	0.06689	0.6267	-0.01503	<DEL>	0.95	0.0639	0.971	NA	NA	NA	TRUE	0.00362278240837858
chr2_97234301_97235700	ln_S_tottg_combined	2	97234301	0.0005506	-0.1187	1346	0.429620172359	3133	NA	NA	NA	8927	5017/3378/532	0.26064	0.2254	-0.02669	<DEL>	0.7	0.2614	0.796	NA	NA	NA	TRUE	0.00124035500830523
chr2_97411901_97414600	ln_S_tottg_combined	2	97411901	0.0004769	-0.1685	1067	0.340568145547	3133	NA	NA	NA	8927	6223/2473/231	0.18843	0.4461	-0.01779	<DEL>	0.78	0.1893	0.777	NA	NA	NA	TRUE	0.00201159330014591
chr2_97604101_97605500	ln_S_tottg_combined	2	97604101	0.0003538	0.1232	1372	0.437918927545	3133	NA	NA	NA	8927	5018/3306/603	0.2529	0.1631	-0.02592	<DUP>	0.99	0.2533	0.992	NA	NA	NA	TRUE	0.000620913274095969
chr2_107891101_107891700	ln_S_tottg_combined	2	107891101	0.0007765	-0.0916	1241	0.39610596872	3133	NA	NA	NA	8927	5413/3262/252	0.20807	0.4845	-0.01663	<DUP>	0.61	0.2088	0.458	NA	NA	NA	TRUE	0.00334279594951333
chr5_40779101_40787800	ln_S_tottg_combined	5	40779101	0.0009595	-0.4992	37	0.0118097669965	3133	NA	NA	NA	8927	8838/89/0	0.00496	0.9014	-0.01368	<DEL>	0.94	0.0065	0.984	NA	NA	NA	TRUE	0.00696490307082374
